"Tail_Number","NumberOfFlights","Average_Departure_Delay"
"""N14240""","105","6.838095238095238"
"""N27965""","6","6.833333333333333"
"""N67052""","6","6.833333333333333"
"""N799UA""","34","6.823529411764706"
"""N896NN""","79","6.822784810126582"
"""N316RK""","56","6.821428571428571"
"""N886DN""","103","6.815533980582524"
"""N88326""","91","6.813186813186813"
"""N706PS""","109","6.807339449541284"
"""N906DN""","93","6.806451612903226"
"""N408SY""","151","6.801324503311259"
"""N8792Q""","135","6.792592592592593"
"""N112HQ""","110","6.790909090909091"
"""N923DZ""","103","6.786407766990291"
"""N462AS""","93","6.78494623655914"
"""N466AN""","74","6.783783783783784"
"""N488WN""","142","6.78169014084507"
"""N727TW""","68","6.779411764705882"
"""N437WN""","175","6.777142857142858"
"""N247WN""","165","6.775757575757575"
"""N871HK""","143","6.769230769230769"
"""N68802""","68","6.764705882352941"
"""N161UW""","104","6.759615384615385"
"""N479HA""","277","6.754512635379061"
"""N666UA""","4","6.75"
"""N573UW""","119","6.7478991596638656"
"""N277NN""","148","6.743243243243243"
"""N333DX""","115","6.739130434782608"
"""N770AN""","23","6.739130434782608"
"""N69813""","84","6.738095238095238"
"""N63890""","79","6.734177215189874"
"""N542UW""","112","6.732142857142857"
"""N549UW""","108","6.731481481481482"
"""N844NN""","118","6.728813559322034"
"""N203JQ""","150","6.726666666666667"
"""N295SY""","130","6.723076923076923"
"""N586UW""","100","6.72"
"""N544UW""","124","6.717741935483871"
"""N846DN""","85","6.7176470588235295"
"""N784AN""","14","6.714285714285714"
"""N79541""","87","6.712643678160919"
"""N937AT""","176","6.7102272727272725"
"""279NV""","82","6.7073170731707314"
"""N973AK""","92","6.706521739130435"
"""N7856A""","156","6.705128205128205"
"""N773UA""","52","6.6923076923076925"
"""N977NN""","94","6.691489361702128"
"""N79011""","19","6.684210526315789"
"""N8765Q""","116","6.681034482758621"
"""N7861J""","162","6.679012345679013"
"""N446UA""","28","6.678571428571429"
"""N68801""","67","6.6716417910447765"
"""N626QX""","152","6.671052631578948"
"""N342RX""","51","6.666666666666667"
"""N831NN""","93","6.666666666666667"
"""N2645U""","15","6.666666666666667"
"""N38451""","63","6.666666666666667"
"""N340CA""","121","6.661157024793388"
"""N702UW""","111","6.657657657657658"
"""N828DN""","71","6.647887323943662"
"""N971AK""","85","6.647058823529412"
"""N8611F""","65","6.6461538461538465"
"""N902AN""","81","6.6419753086419755"
"""N176SY""","128","6.640625"
"""N257NN""","156","6.634615384615385"
"""N817DN""","38","6.631578947368421"
"""297NV""","73","6.63013698630137"
"""N244WN""","143","6.6223776223776225"
"""N506CA""","82","6.621951219512195"
"""N7813P""","110","6.618181818181818"
"""N915DU""","89","6.617977528089888"
"""N86347""","96","6.614583333333333"
"""N920NK""","111","6.612612612612613"
"""N398CA""","81","6.604938271604938"
"""N422AN""","89","6.595505617977528"
"""N516AS""","79","6.594936708860759"
"""N318NB""","101","6.594059405940594"
"""N263WN""","167","6.586826347305389"
"""N88341""","101","6.584158415841584"
"""N24729""","84","6.583333333333333"
"""N613AE""","110","6.572727272727272"
"""N823DX""","155","6.567741935483871"
"""N7736A""","118","6.5508474576271185"
"""N490HA""","277","6.548736462093863"
"""246NV""","86","6.546511627906977"
"""N584UW""","119","6.546218487394958"
"""N8312C""","135","6.54074074074074"
"""N27477""","80","6.5375"
"""N8727M""","138","6.536231884057971"
"""N775DE""","78","6.5256410256410255"
"""N302RN""","141","6.5177304964539005"
"""N765SK""","62","6.516129032258065"
"""N119SY""","128","6.515625"
"""N857DZ""","80","6.5125"
"""N970NK""","119","6.504201680672269"
"""N575UW""","116","6.5"
"""N316DN""","32","6.5"
"""N929XJ""","113","6.495575221238938"
"""N326MS""","97","6.494845360824742"
"""N268NN""","146","6.493150684931507"
"""N345DN""","110","6.4818181818181815"
"""N640NK""","134","6.470149253731344"
"""N453AS""","86","6.465116279069767"
"""N251SY""","54","6.462962962962963"
"""N237WN""","168","6.458333333333333"
"""N913WN""","153","6.450980392156863"
"""N668HH""","131","6.442748091603053"
"""N465AN""","43","6.441860465116279"
"""N527EA""","153","6.437908496732026"
"""N402YX""","122","6.434426229508197"
"""N112AN""","68","6.426470588235294"
"""N930DZ""","93","6.419354838709677"
"""N634NK""","133","6.413533834586466"
"""N332NB""","100","6.41"
"""N273NN""","153","6.405228758169935"
"""N127DU""","116","6.405172413793103"
"""N953WN""","176","6.403409090909091"
"""N864DN""","87","6.402298850574713"
"""N927XJ""","123","6.390243902439025"
"""N172DZ""","18","6.388888888888889"
"""N546FF""","132","6.386363636363637"
"""N916XJ""","104","6.375"
"""N78003""","8","6.375"
"""N918AK""","94","6.361702127659575"
"""N329NB""","125","6.352"
"""N8770Q""","137","6.343065693430657"
"""N930WN""","172","6.343023255813954"
"""N366DX""","120","6.341666666666667"
"""335NV""","62","6.338709677419355"
"""N27263""","92","6.336956521739131"
"""N304DN""","119","6.336134453781512"
"""N336RU""","42","6.333333333333333"
"""N37507""","84","6.333333333333333"
"""N126DU""","108","6.324074074074074"
"""N87345""","53","6.320754716981132"
"""N969WN""","167","6.317365269461078"
"""N7730A""","177","6.305084745762712"
"""N944AN""","84","6.2976190476190474"
"""N952AK""","101","6.297029702970297"
"""N973UY""","91","6.2967032967032965"
"""N8574Z""","162","6.296296296296297"
"""N6711M""","128","6.2890625"
"""N187PQ""","113","6.283185840707965"
"""N388HA""","46","6.282608695652174"
"""N254SY""","139","6.280575539568345"
"""N234JW""","158","6.2784810126582276"
"""N607NN""","143","6.2727272727272725"
"""N975AN""","99","6.2727272727272725"
"""N264AK""","103","6.271844660194175"
"""N135EV""","124","6.266129032258065"
"""N294AK""","103","6.262135922330097"
"""N953NK""","111","6.261261261261262"
"""N506AE""","108","6.25"
"""N76055""","20","6.25"
"""N795AN""","4","6.25"
"""N236WN""","174","6.247126436781609"
"""N881UA""","49","6.244897959183674"
"""N447QX""","25","6.24"
"""N431AS""","101","6.237623762376238"
"""N646JB""","95","6.231578947368421"
"""N12125""","13","6.230769230769231"
"""N8631A""","130","6.230769230769231"
"""N419AS""","98","6.224489795918367"
"""N730YX""","95","6.221052631578948"
"""N508AY""","105","6.219047619047619"
"""N645QX""","164","6.213414634146342"
"""N283JB""","136","6.213235294117647"
"""N439WN""","156","6.205128205128205"
"""N498CA""","108","6.203703703703703"
"""N280AK""","100","6.2"
"""N867NN""","90","6.2"
"""N69824""","85","6.2"
"""N240NN""","143","6.195804195804196"
"""N226NN""","161","6.173913043478261"
"""N435WN""","156","6.173076923076923"
"""N885DN""","88","6.170454545454546"
"""N8565Z""","146","6.164383561643835"
"""N213SY""","98","6.163265306122449"
"""N54711""","102","6.1568627450980395"
"""N413WN""","170","6.152941176470589"
"""N28457""","86","6.151162790697675"
"""N841NN""","94","6.148936170212766"
"""N66814""","86","6.1395348837209305"
"""N7737E""","115","6.139130434782609"
"""N895NN""","66","6.136363636363637"
"""N7848A""","136","6.132352941176471"
"""N547GJ""","100","6.13"
"""N992NN""","108","6.12962962962963"
"""N108UW""","134","6.126865671641791"
"""N989AU""","104","6.125"
"""N12135""","97","6.123711340206185"
"""N812NN""","92","6.119565217391305"
"""N232JQ""","131","6.114503816793893"
"""N357NW""","115","6.113043478260869"
"""N880NN""","71","6.112676056338028"
"""N162AA""","99","6.111111111111111"
"""N225UA""","19","6.105263157894737"
"""N297AK""","99","6.101010101010101"
"""N145DQ""","115","6.086956521739131"
"""N545GJ""","106","6.084905660377358"
"""327NV""","86","6.0813953488372094"
"""N7828A""","181","6.071823204419889"
"""N401AN""","89","6.067415730337078"
"""N926AT""","150","6.066666666666666"
"""N984NN""","79","6.063291139240507"
"""N461UA""","90","6.055555555555555"
"""N197DN""","18","6.055555555555555"
"""N87513""","74","6.054054054054054"
"""N206JQ""","131","6.0534351145038165"
"""N15712""","94","6.053191489361702"
"""N116HQ""","113","6.053097345132743"
"""N796UA""","42","6.023809523809524"
"""N657AE""","129","6.015503875968992"
"""N212NN""","133","6.015037593984962"
"""N7878A""","145","6.0137931034482754"
"""N37540""","111","6.009009009009009"
"""N204JQ""","131","6.00763358778626"
"""N627JB""","9","6.0"
"""N854NW""","4","6.0"
"""N812DN""","68","6.0"
"""N157SY""","103","6.0"
"""N272SY""","126","6.0"
"""N28987""","3","6.0"
"""N37267""","99","6.0"
"""N537UW""","82","6.0"
"""N559NN""","164","5.9817073170731705"
"""N445UA""","48","5.979166666666667"
"""N625QX""","161","5.975155279503106"
"""N315AS""","106","5.971698113207547"
"""N7841A""","154","5.967532467532467"
"""N935AE""","136","5.963235294117647"
"""N970AN""","27","5.962962962962963"
"""N200NV""","95","5.957894736842105"
"""N75428""","79","5.949367088607595"
"""N819DX""","157","5.949044585987261"
"""N904EV""","86","5.941860465116279"
"""N803SK""","120","5.941666666666666"
"""N660UA""","17","5.9411764705882355"
"""N932AE""","134","5.940298507462686"
"""N240WN""","167","5.940119760479042"
"""N861NN""","93","5.935483870967742"
"""N23708""","73","5.931506849315069"
"""N589AS""","101","5.910891089108911"
"""N317SY""","122","5.909836065573771"
"""N951DX""","152","5.907894736842105"
"""N863NN""","81","5.901234567901234"
"""N18220""","101","5.900990099009901"
"""N408DX""","10","5.9"
"""N572UW""","106","5.89622641509434"
"""N88331""","106","5.89622641509434"
"""N986NN""","66","5.893939393939394"
"""N257SY""","141","5.8936170212765955"
"""N78524""","92","5.891304347826087"
"""N972AK""","91","5.8901098901098905"
"""N376DA""","69","5.884057971014493"
"""N314PQ""","132","5.878787878787879"
"""N439YX""","122","5.877049180327869"
"""N854UA""","126","5.873015873015873"
"""N6716C""","78","5.871794871794871"
"""N399HA""","39","5.871794871794871"
"""N878RW""","85","5.870588235294117"
"""N403SY""","150","5.866666666666666"
"""281NV""","85","5.858823529411764"
"""N76515""","85","5.858823529411764"
"""N417AN""","91","5.857142857142857"
"""N860NN""","100","5.85"
"""N755YX""","90","5.844444444444444"
"""N944LR""","101","5.841584158415841"
"""N917NN""","87","5.839080459770115"
"""N720PS""","139","5.83453237410072"
"""N734AR""","12","5.833333333333333"
"""N810DN""","89","5.831460674157303"
"""N907AE""","168","5.8273809523809526"
"""N719AN""","11","5.818181818181818"
"""N825DN""","86","5.813953488372093"
"""N116DU""","117","5.811965811965812"
"""N607AT""","168","5.809523809523809"
"""N637AE""","114","5.807017543859649"
"""N858RW""","107","5.803738317757009"
"""N837SK""","112","5.803571428571429"
"""N938AK""","106","5.80188679245283"
"""N186PQ""","145","5.793103448275862"
"""N2639U""","14","5.785714285714286"
"""N348PQ""","113","5.778761061946903"
"""N190DN""","9","5.777777777777778"
"""N12012""","18","5.777777777777778"
"""N487HA""","303","5.775577557755776"
"""N282SY""","132","5.7727272727272725"
"""N244NN""","166","5.771084337349397"
"""N507AE""","148","5.756756756756757"
"""N867RW""","98","5.755102040816326"
"""N478HA""","295","5.752542372881356"
"""N530EA""","149","5.751677852348993"
"""N8559Q""","149","5.751677852348993"
"""N2534U""","12","5.75"
"""194NV""","96","5.75"
"""N490UA""","88","5.75"
"""N17294""","20","5.75"
"""N974AK""","95","5.747368421052632"
"""N774XF""","123","5.739837398373984"
"""N75429""","69","5.739130434782608"
"""N428AW""","148","5.72972972972973"
"""N355PU""","87","5.724137931034483"
"""N515SY""","94","5.723404255319149"
"""N33264""","101","5.7227722772277225"
"""N240SY""","129","5.713178294573644"
"""N904WN""","153","5.712418300653595"
"""N521UW""","99","5.707070707070707"
"""N7820L""","141","5.702127659574468"
"""N256WN""","138","5.688405797101449"
"""N994NN""","83","5.686746987951807"
"""N875RW""","102","5.686274509803922"
"""N429UA""","115","5.678260869565217"
"""N931XJ""","132","5.674242424242424"
"""N838AA""","24","5.666666666666667"
"""N315PQ""","148","5.662162162162162"
"""N600NN""","161","5.658385093167702"
"""N208HA""","60","5.65"
"""N217JQ""","125","5.648"
"""N560UW""","117","5.641025641025641"
"""N909NN""","101","5.633663366336633"
"""N902XJ""","110","5.627272727272727"
"""N16149""","88","5.625"
"""N629AE""","128","5.625"
"""N882DN""","72","5.625"
"""N88301""","100","5.62"
"""N430SY""","110","5.618181818181818"
"""N625JB""","95","5.610526315789474"
"""N756YX""","76","5.605263157894737"
"""N188SY""","138","5.601449275362318"
"""N260SY""","135","5.6"
"""N279SY""","139","5.597122302158273"
"""N829UA""","12","5.583333333333333"
"""N303RE""","26","5.576923076923077"
"""N858NN""","92","5.576086956521739"
"""N3737C""","94","5.574468085106383"
"""N299SY""","114","5.5701754385964914"
"""N646RW""","120","5.566666666666666"
"""N7814B""","103","5.563106796116505"
"""N212WN""","167","5.550898203592815"
"""289NV""","62","5.548387096774194"
"""N346PR""","104","5.548076923076923"
"""N128DU""","99","5.5353535353535355"
"""N328NB""","107","5.5327102803738315"
"""N954WN""","166","5.530120481927711"
"""N826MD""","93","5.526881720430108"
"""N997NN""","91","5.516483516483516"
"""N312SY""","132","5.515151515151516"
"""N399DA""","66","5.515151515151516"
"""N733AR""","2","5.5"
"""N66057""","14","5.5"
"""N141NN""","86","5.5"
"""N38257""","101","5.4950495049504955"
"""N8755L""","137","5.489051094890511"
"""N26210""","107","5.485981308411215"
"""N918DU""","91","5.461538461538462"
"""N156AN""","104","5.461538461538462"
"""N871RW""","91","5.461538461538462"
"""N199DN""","48","5.458333333333333"
"""N881DN""","84","5.4523809523809526"
"""N445WN""","157","5.452229299363057"
"""N172DN""","20","5.45"
"""N300PQ""","74","5.445945945945946"
"""N883DN""","84","5.440476190476191"
"""N608NN""","160","5.4375"
"""N167AN""","104","5.4326923076923075"
"""N571NN""","164","5.426829268292683"
"""N7875A""","142","5.422535211267606"
"""N259WN""","169","5.420118343195266"
"""N303SY""","169","5.414201183431953"
"""N197UW""","104","5.413461538461538"
"""N750YX""","124","5.411290322580645"
"""N962AN""","83","5.409638554216867"
"""N205NN""","131","5.404580152671755"
"""N445AA""","89","5.404494382022472"
"""N73860""","25","5.4"
"""N690DL""","68","5.397058823529412"
"""N124DU""","101","5.376237623762377"
"""N209NN""","134","5.373134328358209"
"""N14107""","62","5.370967741935484"
"""N940WN""","165","5.36969696969697"
"""N644AS""","138","5.369565217391305"
"""N191DN""","63","5.365079365079365"
"""N228JB""","149","5.3624161073825505"
"""N27539""","109","5.3577981651376145"
"""328NV""","84","5.357142857142857"
"""N410AN""","90","5.355555555555555"
"""N17002""","20","5.35"
"""N7836A""","136","5.345588235294118"
"""N898NN""","87","5.344827586206897"
"""N521NK""","119","5.336134453781512"
"""N700UW""","84","5.333333333333333"
"""N238AK""","82","5.329268292682927"
"""N212JQ""","146","5.328767123287672"
"""N852DN""","92","5.326086956521739"
"""N653RW""","111","5.324324324324325"
"""N584AS""","63","5.317460317460317"
"""N11150""","127","5.31496062992126"
"""N347FR""","32","5.3125"
"""N284AK""","77","5.311688311688312"
"""N428AS""","100","5.29"
"""N213NN""","133","5.285714285714286"
"""N302SS""","42","5.285714285714286"
"""N408AS""","91","5.285714285714286"
"""N309SY""","160","5.28125"
"""N117DU""","108","5.268518518518518"
"""N71411""","116","5.267241379310345"
"""N215NN""","146","5.267123287671233"
"""N947LR""","94","5.25531914893617"
"""N419YX""","89","5.235955056179775"
"""N270AK""","105","5.219047619047619"
"""N239JQ""","120","5.216666666666667"
"""N443WN""","154","5.214285714285714"
"""N955AT""","173","5.213872832369942"
"""N374NW""","119","5.2100840336134455"
"""N905AU""","91","5.208791208791209"
"""N317JB""","118","5.203389830508475"
"""N827AW""","119","5.201680672268908"
"""N921XJ""","116","5.198275862068965"
"""N13718""","77","5.194805194805195"
"""N221PS""","108","5.194444444444445"
"""N948LR""","141","5.191489361702128"
"""N536EA""","161","5.186335403726708"
"""N15751""","92","5.173913043478261"
"""N413AS""","76","5.171052631578948"
"""N7853B""","107","5.168224299065421"
"""N831MH""","12","5.166666666666667"
"""N822UA""","54","5.166666666666667"
"""205NV""","77","5.142857142857143"
"""N335RT""","42","5.142857142857143"
"""N291BT""","87","5.137931034482759"
"""N553GJ""","95","5.136842105263158"
"""N724EV""","125","5.136"
"""N568NN""","170","5.129411764705883"
"""N146PQ""","140","5.128571428571429"
"""N125DU""","124","5.120967741935484"
"""N27252""","112","5.116071428571429"
"""N556AS""","99","5.111111111111111"
"""N276WN""","102","5.107843137254902"
"""N897UA""","112","5.107142857142857"
"""N953NN""","78","5.102564102564102"
"""N927DZ""","93","5.086021505376344"
"""N948AT""","166","5.0843373493975905"
"""N8736J""","143","5.06993006993007"
"""N720EV""","87","5.068965517241379"
"""N610NN""","134","5.067164179104478"
"""N194UW""","108","5.064814814814815"
"""N926SW""","48","5.0625"
"""N536GJ""","120","5.05"
"""N305AS""","101","5.0495049504950495"
"""N259SY""","169","5.047337278106509"
"""N976AN""","94","5.042553191489362"
"""N956AK""","50","5.04"
"""N526EA""","136","5.029411764705882"
"""N3752""","80","5.025"
"""N205JQ""","122","5.024590163934426"
"""N654QX""","45","5.022222222222222"
"""N824MD""","106","5.018867924528302"
"""N451AW""","54","5.018518518518518"
"""N634AE""","190","5.015789473684211"
"""N261NN""","138","5.0144927536231885"
"""N478UA""","84","5.011904761904762"
"""N8986B""","121","5.008264462809917"
"""N402SY""","127","5.0"
"""N298AK""","101","5.0"
"""N774AN""","3","5.0"
"""N216NN""","141","5.0"
"""N650QX""","161","5.0"
"""N824AN""","24","5.0"
"""N996AT""","147","4.993197278911564"
"""N414SY""","144","4.979166666666667"
"""N469AS""","93","4.978494623655914"
"""N541EA""","138","4.971014492753623"
"""N557NN""","149","4.966442953020135"
"""N549GJ""","59","4.966101694915254"
"""N979AK""","96","4.958333333333333"
"""N602NK""","130","4.953846153846154"
"""N572NN""","133","4.93984962406015"
"""N740UW""","95","4.936842105263158"
"""N964AT""","170","4.929411764705883"
"""N844UA""","96","4.927083333333333"
"""N975AK""","105","4.923809523809524"
"""N301DU""","131","4.923664122137405"
"""N208JQ""","87","4.919540229885057"
"""N510SY""","103","4.912621359223301"
"""N281SY""","131","4.908396946564886"
"""N224UA""","10","4.9"
"""N59053""","20","4.9"
"""N37464""","30","4.9"
"""N856DN""","97","4.896907216494846"
"""N27509""","94","4.8936170212765955"
"""N196SY""","119","4.890756302521009"
"""N263NN""","160","4.8875"
"""N36469""","70","4.885714285714286"
"""N545US""","86","4.883720930232558"
"""N295PQ""","139","4.877697841726619"
"""N19130""","70","4.871428571428571"
"""N37534""","110","4.863636363636363"
"""N128AN""","84","4.857142857142857"
"""N38403""","113","4.84070796460177"
"""N185SY""","132","4.833333333333333"
"""N830UA""","114","4.824561403508772"
"""N948NN""","89","4.820224719101123"
"""N641RW""","100","4.82"
"""N543US""","110","4.818181818181818"
"""N651QX""","185","4.8108108108108105"
"""N560AS""","86","4.790697674418604"
"""N395DN""","98","4.785714285714286"
"""N349NW""","93","4.78494623655914"
"""N477HA""","286","4.765734265734266"
"""N315DU""","51","4.764705882352941"
"""N8602F""","160","4.75"
"""N452UA""","109","4.743119266055046"
"""N739YX""","124","4.741935483870968"
"""N209UA""","23","4.739130434782608"
"""N823AW""","137","4.737226277372263"
"""N377DE""","83","4.734939759036145"
"""N950AT""","162","4.728395061728395"
"""N826UA""","134","4.723880597014926"
"""N121HQ""","123","4.723577235772358"
"""N241WN""","139","4.719424460431655"
"""322NV""","67","4.7164179104477615"
"""N27421""","88","4.715909090909091"
"""N707SK""","86","4.709302325581396"
"""N721YX""","133","4.6992481203007515"
"""N476HA""","235","4.697872340425532"
"""N459AS""","99","4.696969696969697"
"""N934AK""","101","4.693069306930693"
"""N835AY""","126","4.690476190476191"
"""N623QX""","160","4.68125"
"""N449SW""","71","4.676056338028169"
"""N307PQ""","126","4.674603174603175"
"""N308DN""","126","4.674603174603175"
"""N904DN""","81","4.666666666666667"
"""N192UW""","110","4.663636363636364"
"""N283NN""","132","4.659090909090909"
"""N278NN""","151","4.6490066225165565"
"""N475HA""","276","4.648550724637682"
"""N598NN""","171","4.643274853801169"
"""N479AS""","95","4.6421052631578945"
"""N993AN""","111","4.63963963963964"
"""N303AS""","111","4.63063063063063"
"""N841MH""","8","4.625"
"""N205HA""","62","4.612903225806452"
"""N19986""","5","4.6"
"""N729AN""","10","4.6"
"""N62889""","78","4.589743589743589"
"""N37252""","104","4.5576923076923075"
"""N871DN""","74","4.554054054054054"
"""N593NN""","178","4.544943820224719"
"""N486HA""","248","4.536290322580645"
"""N862DN""","73","4.534246575342466"
"""N24702""","75","4.533333333333333"
"""N491WN""","151","4.529801324503311"
"""N192DN""","57","4.526315789473684"
"""N75433""","57","4.526315789473684"
"""N515DE""","40","4.525"
"""N875BD""","21","4.523809523809524"
"""N337PJ""","92","4.521739130434782"
"""N409AS""","90","4.511111111111111"
"""N373DA""","68","4.5"
"""N826MH""","2","4.5"
"""N407DX""","6","4.5"
"""N7883A""","132","4.492424242424242"
"""N438AN""","90","4.488888888888889"
"""N6709""","29","4.482758620689655"
"""N609NN""","164","4.4817073170731705"
"""N754SK""","131","4.480916030534351"
"""N588AS""","90","4.477777777777778"
"""N772SK""","90","4.477777777777778"
"""N194DN""","68","4.470588235294118"
"""N925WN""","144","4.465277777777778"
"""N539GJ""","95","4.463157894736842"
"""N27256""","98","4.459183673469388"
"""N198JB""","103","4.456310679611651"
"""N579NN""","162","4.450617283950617"
"""N76523""","89","4.449438202247191"
"""N806NN""","81","4.444444444444445"
"""N505SY""","88","4.431818181818182"
"""N948AK""","106","4.4245283018867925"
"""N557AS""","83","4.421686746987952"
"""N596NN""","155","4.419354838709677"
"""N649UA""","12","4.416666666666667"
"""N323AS""","113","4.415929203539823"
"""N66897""","87","4.413793103448276"
"""N284SY""","146","4.410958904109589"
"""N746YX""","129","4.410852713178294"
"""N8970D""","134","4.402985074626866"
"""N835AN""","18","4.388888888888889"
"""N989AT""","148","4.385135135135135"
"""N106SY""","128","4.375"
"""N313SB""","52","4.365384615384615"
"""N740YX""","115","4.3652173913043475"
"""N39726""","105","4.3619047619047615"
"""N564NN""","161","4.3602484472049685"
"""N8968E""","124","4.346774193548387"
"""N613NN""","140","4.3428571428571425"
"""N283WN""","151","4.33112582781457"
"""N929JB""","76","4.328947368421052"
"""N657AW""","101","4.316831683168317"
"""N983NN""","80","4.3125"
"""N492HA""","285","4.312280701754386"
"""N935AK""","108","4.305555555555555"
"""N417YX""","82","4.304878048780488"
"""N8837Q""","63","4.301587301587301"
"""N903NN""","73","4.301369863013699"
"""N515AE""","140","4.3"
"""N236NN""","149","4.295302013422819"
"""N217NN""","149","4.295302013422819"
"""N27503""","100","4.29"
"""N264SY""","109","4.284403669724771"
"""N916DU""","94","4.276595744680851"
"""N972NN""","76","4.276315789473684"
"""N394DL""","61","4.262295081967213"
"""N811NN""","92","4.260869565217392"
"""N313SY""","124","4.258064516129032"
"""N753YX""","97","4.257731958762887"
"""N604LR""","129","4.255813953488372"
"""N647RW""","120","4.25"
"""N651UA""","12","4.25"
"""N443QX""","52","4.25"
"""N114DU""","125","4.248"
"""N433YX""","121","4.24793388429752"
"""N858DZ""","85","4.247058823529412"
"""N120SY""","134","4.231343283582089"
"""N968JT""","74","4.22972972972973"
"""N448AS""","96","4.229166666666667"
"""N824UA""","75","4.226666666666667"
"""N930LR""","115","4.217391304347826"
"""N695CA""","99","4.202020202020202"
"""N288AK""","91","4.197802197802198"
"""N484HA""","289","4.193771626297578"
"""N250SY""","147","4.190476190476191"
"""N445QX""","85","4.188235294117647"
"""N305CL""","125","4.184"
"""N646QX""","148","4.175675675675675"
"""N231JQ""","113","4.168141592920354"
"""N492AS""","92","4.163043478260869"
"""N959NN""","111","4.162162162162162"
"""N243SY""","130","4.161538461538462"
"""N274NN""","139","4.158273381294964"
"""N647AE""","159","4.1572327044025155"
"""N509SY""","123","4.154471544715447"
"""N552JB""","78","4.141025641025641"
"""N461AS""","105","4.133333333333334"
"""N742YX""","142","4.126760563380282"
"""N156SY""","103","4.12621359223301"
"""N920EV""","113","4.123893805309734"
"""N842NN""","98","4.122448979591836"
"""N270NN""","144","4.104166666666667"
"""N186US""","102","4.098039215686274"
"""N870DN""","102","4.098039215686274"
"""N924US""","113","4.097345132743363"
"""N485HA""","275","4.090909090909091"
"""N20904""","12","4.083333333333333"
"""N574NN""","146","4.068493150684931"
"""N542EA""","134","4.067164179104478"
"""N820NN""","88","4.056818181818182"
"""N868DN""","96","4.052083333333333"
"""N580NN""","155","4.04516129032258"
"""N211JQ""","144","4.020833333333333"
"""N636QX""","148","4.006756756756757"
"""N692DL""","115","4.0"
"""N659UA""","1","4.0"
"""N803NW""","4","4.0"
"""N982NN""","99","3.98989898989899"
"""N412SY""","129","3.9844961240310077"
"""N534GJ""","111","3.981981981981982"
"""N535EA""","107","3.97196261682243"
"""N751YX""","123","3.967479674796748"
"""N110SY""","96","3.9479166666666665"
"""N495HA""","285","3.9473684210526314"
"""N37537""","108","3.9444444444444446"
"""N132EV""","98","3.938775510204082"
"""N8781Q""","142","3.936619718309859"
"""N225JQ""","126","3.9365079365079363"
"""N87353""","44","3.9318181818181817"
"""N840AN""","14","3.9285714285714284"
"""N985JT""","81","3.925925925925926"
"""N221JQ""","123","3.910569105691057"
"""N434UA""","79","3.8987341772151898"
"""N615NN""","152","3.8947368421052633"
"""N628QX""","170","3.8941176470588235"
"""N85355""","73","3.8904109589041096"
"""N241LR""","124","3.8870967741935485"
"""N115DU""","103","3.883495145631068"
"""N558NN""","154","3.8766233766233764"
"""N298SY""","95","3.873684210526316"
"""N944JT""","62","3.870967741935484"
"""N585NN""","143","3.867132867132867"
"""N567WN""","127","3.8661417322834644"
"""N658AW""","96","3.8645833333333335"
"""N653AE""","132","3.856060606060606"
"""N16713""","68","3.8529411764705883"
"""N614QX""","77","3.844155844155844"
"""N14168""","87","3.839080459770115"
"""N447YX""","122","3.8360655737704916"
"""N187SY""","140","3.8285714285714287"
"""N931EV""","46","3.8260869565217392"
"""N421YX""","123","3.821138211382114"
"""N526AS""","95","3.8210526315789473"
"""N834SK""","100","3.82"
"""N12218""","104","3.8173076923076925"
"""N966AT""","159","3.8050314465408803"
"""N320AS""","101","3.801980198019802"
"""N413DX""","10","3.8"
"""N487WN""","110","3.8"
"""N77537""","94","3.797872340425532"
"""N110AN""","68","3.7941176470588234"
"""N117HQ""","101","3.782178217821782"
"""N914DU""","83","3.7710843373493974"
"""N105HQ""","126","3.7698412698412698"
"""N234JQ""","134","3.7686567164179103"
"""N848DN""","98","3.7653061224489797"
"""319NV""","115","3.765217391304348"
"""N232NN""","136","3.764705882352941"
"""N943SW""","89","3.764044943820225"
"""N563NN""","154","3.75974025974026"
"""N291SY""","143","3.7552447552447554"
"""N493HA""","97","3.752577319587629"
"""N76062""","8","3.75"
"""N654AE""","140","3.742857142857143"
"""N874DN""","68","3.735294117647059"
"""N638RW""","86","3.7325581395348837"
"""N281AK""","100","3.73"
"""N223JQ""","121","3.727272727272727"
"""N106HQ""","117","3.7264957264957266"
"""N934AT""","150","3.72"
"""N197SY""","139","3.7194244604316546"
"""N236AK""","96","3.71875"
"""N639RW""","99","3.717171717171717"
"""N311PQ""","123","3.7154471544715446"
"""N435AN""","84","3.7142857142857144"
"""N644AE""","145","3.7103448275862068"
"""N979AN""","100","3.71"
"""N583NN""","139","3.7050359712230216"
"""N247AK""","98","3.704081632653061"
"""N717AN""","10","3.7"
"""N979AT""","172","3.697674418604651"
"""N107HQ""","125","3.68"
"""N27258""","105","3.676190476190476"
"""N710TW""","72","3.6666666666666665"
"""N536UW""","87","3.6666666666666665"
"""N634RW""","38","3.6578947368421053"
"""N941AK""","98","3.6530612244897958"
"""N926AK""","89","3.651685393258427"
"""N406SY""","139","3.6258992805755397"
"""N712TW""","61","3.622950819672131"
"""N210NN""","139","3.618705035971223"
"""N546AS""","81","3.617283950617284"
"""N365DN""","120","3.6166666666666667"
"""N429YX""","130","3.6076923076923078"
