"Tail_Number","NumberOfFlights","Average_Departure_Delay"
"""N595NN""","112","14.857142857142858"
"""N818NN""","90","14.855555555555556"
"""N965AT""","159","14.855345911949685"
"""N144DU""","127","14.850393700787402"
"""N480UA""","100","14.85"
"""N641CA""","75","14.84"
"""N306RC""","67","14.835820895522389"
"""N255SY""","108","14.833333333333334"
"""N719FR""","84","14.833333333333334"
"""N163AA""","93","14.827956989247312"
"""N7731A""","124","14.82258064516129"
"""N8582Z""","161","14.819875776397515"
"""N35260""","97","14.814432989690722"
"""N66837""","86","14.813953488372093"
"""N24736""","75","14.813333333333333"
"""N2029J""","32","14.8125"
"""N684DA""","129","14.806201550387597"
"""N769SW""","169","14.792899408284024"
"""N661JB""","81","14.790123456790123"
"""N813AN""","19","14.789473684210526"
"""N355NB""","136","14.779411764705882"
"""N359DN""","108","14.777777777777779"
"""N369NB""","116","14.775862068965518"
"""N174DN""","62","14.758064516129032"
"""N943AN""","94","14.75531914893617"
"""N899NN""","81","14.753086419753087"
"""N255NN""","72","14.75"
"""N2140U""","12","14.75"
"""N17146""","113","14.743362831858407"
"""N967AN""","92","14.73913043478261"
"""N310DU""","136","14.735294117647058"
"""N402AS""","87","14.724137931034482"
"""N713SK""","108","14.722222222222221"
"""N304DU""","136","14.720588235294118"
"""N371DN""","121","14.71900826446281"
"""N817UA""","121","14.71900826446281"
"""N714US""","119","14.714285714285714"
"""N639VA""","31","14.709677419354838"
"""N881NN""","95","14.705263157894738"
"""N203JB""","149","14.697986577181208"
"""N744EV""","104","14.682692307692308"
"""N562NN""","131","14.679389312977099"
"""N356NW""","109","14.678899082568808"
"""N8692F""","134","14.656716417910447"
"""N390CA""","84","14.654761904761905"
"""N198SY""","148","14.64864864864865"
"""N969NK""","130","14.646153846153846"
"""N592AS""","59","14.64406779661017"
"""N7822A""","132","14.643939393939394"
"""N968NN""","101","14.643564356435643"
"""N467AW""","73","14.63013698630137"
"""N541US""","81","14.617283950617283"
"""N8750Q""","133","14.61654135338346"
"""N7821L""","146","14.616438356164384"
"""N8536Z""","163","14.607361963190185"
"""N8753Q""","137","14.605839416058394"
"""N805NN""","77","14.597402597402597"
"""N238JB""","140","14.57857142857143"
"""N301PQ""","135","14.577777777777778"
"""N7839A""","158","14.575949367088608"
"""N301NB""","112","14.571428571428571"
"""N37510""","107","14.570093457943925"
"""N608JB""","67","14.567164179104477"
"""N506NK""","134","14.559701492537313"
"""N4888U""","113","14.557522123893806"
"""N120EE""","101","14.554455445544555"
"""N66831""","65","14.553846153846154"
"""N8825Q""","163","14.552147239263803"
"""N991AN""","60","14.55"
"""N417DX""","11","14.545454545454545"
"""N635NK""","129","14.542635658914728"
"""N957AN""","80","14.5375"
"""N763CC""","151","14.536423841059603"
"""N8650F""","160","14.53125"
"""N14177""","119","14.529411764705882"
"""N309DN""","121","14.520661157024794"
"""N8326F""","145","14.517241379310345"
"""190NV""","80","14.5125"
"""N467UA""","79","14.50632911392405"
"""N29977""","4","14.5"
"""N77019""","6","14.5"
"""N891UA""","129","14.496124031007753"
"""N816UA""","123","14.495934959349594"
"""N933NN""","91","14.494505494505495"
"""N8681M""","156","14.493589743589743"
"""N349PQ""","136","14.492647058823529"
"""N6713Y""","98","14.489795918367347"
"""N2002J""","43","14.488372093023257"
"""N702BR""","62","14.483870967741936"
"""N13248""","118","14.483050847457626"
"""N479CA""","106","14.481132075471699"
"""N2749U""","21","14.476190476190476"
"""N958LR""","38","14.473684210526315"
"""N559WN""","109","14.46788990825688"
"""N785SW""","166","14.463855421686747"
"""N24706""","83","14.457831325301205"
"""N27190""","68","14.455882352941176"
"""N511DE""","94","14.446808510638299"
"""N12006""","18","14.444444444444445"
"""N11165""","124","14.443548387096774"
"""N852UA""","113","14.442477876106194"
"""N8789Q""","138","14.442028985507246"
"""N258JB""","136","14.433823529411764"
"""N456UA""","72","14.430555555555555"
"""N12145""","103","14.427184466019417"
"""N127SY""","125","14.424"
"""N8578Q""","163","14.423312883435583"
"""N3062J""","125","14.416"
"""N952AA""","86","14.406976744186046"
"""N124DX""","123","14.40650406504065"
"""N7735A""","148","14.405405405405405"
"""N396DN""","121","14.40495867768595"
"""N553NW""","120","14.4"
"""N36272""","100","14.4"
"""N803NN""","56","14.392857142857142"
"""N621UX""","87","14.39080459770115"
"""N8305E""","134","14.388059701492537"
"""N17169""","116","14.387931034482758"
"""N75854""","71","14.380281690140846"
"""N798UA""","29","14.379310344827585"
"""N286WN""","143","14.37062937062937"
"""N732SW""","128","14.359375"
"""N8507C""","166","14.355421686746988"
"""N13124""","99","14.343434343434344"
"""N509AY""","103","14.339805825242719"
"""N532NK""","117","14.333333333333334"
"""N17279""","99","14.333333333333334"
"""N326US""","106","14.330188679245284"
"""N225WN""","100","14.33"
"""208NV""","58","14.327586206896552"
"""N176PQ""","135","14.318518518518518"
"""N8573Z""","165","14.309090909090909"
"""N8576Z""","143","14.307692307692308"
"""N960NK""","117","14.307692307692308"
"""N8801Q""","160","14.30625"
"""N8641B""","145","14.303448275862069"
"""N76010""","10","14.3"
"""N432AW""","135","14.28888888888889"
"""N47533""","112","14.285714285714286"
"""N446SW""","70","14.285714285714286"
"""N835UA""","125","14.28"
"""N264LV""","158","14.278481012658228"
"""N504NK""","119","14.277310924369749"
"""N934AN""","77","14.272727272727273"
"""N557WN""","119","14.268907563025211"
"""N318JB""","158","14.265822784810126"
"""N105DU""","108","14.25925925925926"
"""N834JB""","93","14.258064516129032"
"""N797UA""","44","14.25"
"""N908XJ""","96","14.239583333333334"
"""N7704B""","147","14.238095238095237"
"""N842UA""","111","14.225225225225225"
"""N664AW""","109","14.220183486238533"
"""N105SY""","120","14.216666666666667"
"""N409AW""","120","14.216666666666667"
"""N815NN""","79","14.215189873417721"
"""N8621A""","155","14.206451612903226"
"""N651NK""","152","14.203947368421053"
"""N938AN""","89","14.202247191011235"
"""N967AT""","119","14.201680672268907"
"""N8538V""","154","14.2012987012987"
"""N384DA""","85","14.2"
"""N305NX""","95","14.2"
"""N8549Z""","143","14.195804195804195"
"""N763SK""","144","14.194444444444445"
"""N143DU""","114","14.18421052631579"
"""N8605E""","125","14.184"
"""N983AN""","95","14.16842105263158"
"""N420UA""","12","14.166666666666666"
"""N559AS""","102","14.166666666666666"
"""N8737L""","142","14.161971830985916"
"""N38446""","72","14.152777777777779"
"""N8740A""","132","14.151515151515152"
"""N633QX""","149","14.14765100671141"
"""N665BC""","150","14.14"
"""N432AN""","96","14.135416666666666"
"""N329SL""","52","14.134615384615385"
"""N8520Q""","153","14.124183006535947"
"""N685NK""","90","14.122222222222222"
"""N139SY""","116","14.120689655172415"
"""N431AW""","140","14.114285714285714"
"""N316PQ""","137","14.102189781021897"
"""N829AN""","30","14.1"
"""N220UA""","52","14.096153846153847"
"""N633NK""","138","14.094202898550725"
"""N681AE""","162","14.092592592592593"
"""N228UA""","22","14.090909090909092"
"""N228FR""","89","14.089887640449438"
"""N184JB""","146","14.08904109589041"
"""N802DN""","93","14.086021505376344"
"""N793SA""","47","14.085106382978724"
"""N899UA""","120","14.083333333333334"
"""N26215""","85","14.08235294117647"
"""N101DQ""","113","14.079646017699115"
"""N732SK""","118","14.076271186440678"
"""N8601C""","152","14.072368421052632"
"""N8637A""","147","14.068027210884354"
"""N718EV""","118","14.067796610169491"
"""N546UW""","119","14.067226890756302"
"""N205WN""","149","14.06711409395973"
"""N69818""","90","14.066666666666666"
"""N479UA""","90","14.066666666666666"
"""N843MH""","17","14.058823529411764"
"""N7888A""","155","14.058064516129033"
"""N8928A""","124","14.048387096774194"
"""N362NB""","108","14.046296296296296"
"""N405UA""","108","14.046296296296296"
"""N800NN""","76","14.039473684210526"
"""N3102J""","98","14.03061224489796"
"""N336NB""","103","14.029126213592233"
"""N8547V""","153","14.019607843137255"
"""302NV""","77","14.012987012987013"
"""N88310""","87","14.011494252873563"
"""N968WN""","183","14.010928961748634"
"""N499WN""","156","14.006410256410257"
"""N169DZ""","33","14.0"
"""N563WN""","134","13.992537313432836"
"""N494UA""","90","13.988888888888889"
"""N869NN""","83","13.987951807228916"
"""N86344""","75","13.986666666666666"
"""N203WN""","178","13.98314606741573"
"""N606LR""","139","13.97841726618705"
"""N8614M""","135","13.97037037037037"
"""N151AN""","112","13.964285714285714"
"""N131SY""","134","13.962686567164178"
"""N535GJ""","101","13.96039603960396"
"""N7867A""","167","13.952095808383234"
"""N62884""","71","13.943661971830986"
"""N302DN""","122","13.942622950819672"
"""N965WN""","182","13.93956043956044"
"""N706TW""","73","13.931506849315069"
"""N324SH""","58","13.931034482758621"
"""N947SW""","67","13.925373134328359"
"""N422UA""","93","13.924731182795698"
"""N925AE""","131","13.916030534351146"
"""N958WN""","150","13.913333333333334"
"""N302SA""","42","13.904761904761905"
"""N715SK""","92","13.902173913043478"
"""N964WN""","172","13.901162790697674"
"""N181SY""","134","13.895522388059701"
"""N8563Z""","147","13.891156462585034"
"""N8534Z""","167","13.886227544910179"
"""N108SY""","139","13.877697841726619"
"""N8802Q""","155","13.870967741935484"
"""N14016""","22","13.863636363636363"
"""N914NN""","100","13.86"
"""N7869A""","150","13.846666666666666"
"""N756AM""","13","13.846153846153847"
"""N207PS""","103","13.844660194174757"
"""N8698B""","156","13.83974358974359"
"""221NV""","78","13.833333333333334"
"""N47284""","118","13.830508474576272"
"""N106DU""","111","13.82882882882883"
"""N118SY""","125","13.824"
"""N430YX""","141","13.801418439716311"
"""N1808U""","153","13.797385620915033"
"""N3733Z""","102","13.794117647058824"
"""N329PQ""","131","13.786259541984732"
"""N7723E""","141","13.78014184397163"
"""N822SK""","123","13.772357723577235"
"""N358PW""","101","13.772277227722773"
"""N457WN""","179","13.77094972067039"
"""N168SY""","125","13.768"
"""N793JB""","67","13.761194029850746"
"""N7715E""","155","13.754838709677419"
"""N316SE""","53","13.754716981132075"
"""N437AW""","138","13.753623188405797"
"""N14249""","108","13.75"
"""N1809U""","131","13.748091603053435"
"""N732US""","101","13.742574257425742"
"""N8711Q""","151","13.735099337748345"
"""N336FR""","131","13.732824427480915"
"""N818AW""","123","13.731707317073171"
"""N866DN""","113","13.716814159292035"
"""N805AN""","14","13.714285714285714"
"""N89342""","83","13.710843373493976"
"""N75410""","115","13.704347826086957"
"""N583AS""","95","13.694736842105263"
"""N216UA""","13","13.692307692307692"
"""N80343""","100","13.69"
"""N8800L""","144","13.6875"
"""N14219""","103","13.679611650485437"
"""N7819A""","112","13.678571428571429"
"""N477WN""","133","13.676691729323307"
"""N27722""","68","13.676470588235293"
"""N8749Q""","129","13.674418604651162"
"""N760AN""","12","13.666666666666666"
"""N732AN""","6","13.666666666666666"
"""N126AN""","113","13.663716814159292"
"""N69816""","80","13.6625"
"""N938NN""","59","13.661016949152541"
"""N922DZ""","100","13.66"
"""N150UW""","105","13.657142857142857"
"""N484UA""","32","13.65625"
"""N359NB""","100","13.65"
"""N910NK""","108","13.648148148148149"
"""N265JB""","158","13.645569620253164"
"""N892DN""","93","13.64516129032258"
"""N537US""","101","13.643564356435643"
"""N8691A""","151","13.642384105960264"
"""N371NW""","123","13.642276422764228"
"""N16701""","99","13.636363636363637"
"""N76503""","109","13.63302752293578"
"""N12160""","95","13.631578947368421"
"""N3058J""","97","13.628865979381443"
"""N8777Q""","122","13.62295081967213"
"""N150SY""","122","13.60655737704918"
"""N62896""","71","13.605633802816902"
"""N313DU""","142","13.605633802816902"
"""N8832H""","77","13.597402597402597"
"""N766SK""","79","13.594936708860759"
"""N7885A""","111","13.594594594594595"
"""N926NK""","111","13.594594594594595"
"""N211WN""","147","13.591836734693878"
"""N215HA""","56","13.589285714285714"
"""N829AW""","120","13.583333333333334"
"""N825AW""","122","13.581967213114755"
"""N37535""","86","13.581395348837209"
"""N443UA""","114","13.578947368421053"
"""N676CA""","150","13.573333333333334"
"""N834AW""","117","13.572649572649572"
"""N8623F""","173","13.566473988439306"
"""N7863A""","155","13.561290322580644"
"""N929NN""","59","13.559322033898304"
"""N900DU""","96","13.552083333333334"
"""N854AS""","128","13.546875"
"""N569WN""","156","13.538461538461538"
"""N37522""","94","13.53191489361702"
"""N962JT""","68","13.529411764705882"
"""N129DN""","120","13.525"
"""N949WN""","156","13.51923076923077"
"""N978NN""","100","13.51"
"""N344NB""","112","13.508928571428571"
"""N200PQ""","122","13.508196721311476"
"""N332NW""","131","13.50381679389313"
"""N24973""","2","13.5"
"""N8672F""","160","13.49375"
"""N611UX""","112","13.491071428571429"
"""N8551Q""","150","13.486666666666666"
"""N737JW""","148","13.486486486486486"
"""N501DA""","93","13.483870967741936"
"""N8715Q""","153","13.483660130718954"
"""N395DZ""","109","13.46788990825688"
"""N7859B""","151","13.456953642384105"
"""N654AW""","108","13.453703703703704"
"""N8730Q""","136","13.448529411764707"
"""N8318F""","152","13.447368421052632"
"""N936AK""","103","13.446601941747574"
"""N7860A""","139","13.446043165467627"
"""N438WN""","179","13.435754189944134"
"""N107DN""","121","13.429752066115702"
"""N331DN""","133","13.428571428571429"
"""N225NN""","121","13.421487603305785"
"""N7702A""","168","13.416666666666666"
"""N284WN""","170","13.411764705882353"
"""N183UW""","96","13.40625"
"""N6702""","42","13.404761904761905"
"""N8693A""","147","13.401360544217686"
"""N8649A""","159","13.38993710691824"
"""N403UA""","90","13.38888888888889"
"""N304JB""","160","13.3875"
"""N555LV""","132","13.386363636363637"
"""N408AW""","103","13.368932038834952"
"""N8604K""","118","13.364406779661017"
"""N323SG""","58","13.362068965517242"
"""193NV""","72","13.36111111111111"
"""N933AM""","70","13.357142857142858"
"""N698NK""","129","13.356589147286822"
"""N644NK""","101","13.356435643564357"
"""N841UA""","121","13.355371900826446"
"""N142SY""","130","13.353846153846154"
"""N8645A""","153","13.352941176470589"
"""N492WN""","153","13.352941176470589"
"""N918US""","89","13.348314606741573"
"""N401WN""","170","13.347058823529412"
"""N442UA""","85","13.341176470588236"
"""N328NW""","141","13.340425531914894"
"""N112DN""","109","13.339449541284404"
"""N45440""","83","13.337349397590362"
"""N370FR""","123","13.333333333333334"
"""N834AA""","18","13.333333333333334"
"""N16178""","114","13.333333333333334"
"""N469AW""","114","13.31578947368421"
"""N453WN""","169","13.31360946745562"
"""N176DZ""","13","13.307692307692308"
"""N567UW""","95","13.305263157894737"
"""N909WN""","155","13.296774193548387"
"""N929AN""","71","13.295774647887324"
"""N8759Q""","153","13.294117647058824"
"""N266WN""","165","13.290909090909091"
"""N929AT""","125","13.28"
"""N38467""","85","13.270588235294118"
"""N999JQ""","89","13.269662921348315"
"""N850DN""","79","13.265822784810126"
"""N736SA""","113","13.265486725663717"
"""N753US""","111","13.26126126126126"
"""N122DN""","108","13.25925925925926"
"""N431WN""","118","13.254237288135593"
"""N951NN""","95","13.25263157894737"
"""N39297""","104","13.25"
"""N952NK""","105","13.247619047619047"
"""N75851""","89","13.247191011235955"
"""N8702L""","131","13.236641221374045"
"""N124SY""","124","13.233870967741936"
"""N3731T""","99","13.232323232323232"
"""N257WN""","147","13.231292517006803"
"""N66808""","13","13.23076923076923"
"""N918AE""","145","13.227586206896552"
"""N820DN""","54","13.222222222222221"
"""N905J""","105","13.219047619047618"
"""N961WN""","151","13.218543046357615"
"""N7823A""","140","13.214285714285714"
"""N471UA""","105","13.209523809523809"
"""N812AA""","10","13.2"
"""N780SW""","163","13.196319018404909"
"""N8567Z""","158","13.189873417721518"
"""N8819L""","169","13.189349112426035"
"""N845MH""","11","13.181818181818182"
"""N357NB""","112","13.178571428571429"
"""N638QX""","129","13.178294573643411"
"""N667DN""","113","13.176991150442477"
"""N61898""","41","13.170731707317072"
"""N727SK""","120","13.166666666666666"
"""N417UA""","99","13.16161616161616"
"""N3755D""","112","13.160714285714286"
"""N231JB""","113","13.15929203539823"
"""N878AS""","82","13.158536585365853"
"""N750SA""","158","13.158227848101266"
"""N176DN""","58","13.155172413793103"
"""N943NK""","78","13.14102564102564"
"""N61887""","70","13.128571428571428"
"""N8654B""","118","13.127118644067796"
"""N16065""","16","13.125"
